balance,balance_thousands,age,accounts,tenure_year,calls_semester,logons_semester
2463121.27,2463.12,67.5,3.0,23.0,3.0,7.0
42017.91,42.02,41.0,2.0,15.0,1.0,4.0
89899.92,89.9,63.5,2.0,28.0,3.0,6.0
198521.98,198.52,67.5,2.0,7.0,6.0,9.0
96744.79,96.74,69.0,2.0,14.0,6.0,9.0
72685.55,72.69,54.5,2.0,8.0,6.0,9.0
36256.7,36.26,30.0,2.0,6.0,4.0,7.0
127243.52,127.24,67.5,2.0,33.0,2.0,5.0
38726.55,38.73,27.0,2.0,8.0,4.0,7.0
47471.34,47.47,65.0,2.0,19.0,2.0,5.0
34095.34,34.1,24.5,2.0,15.0,2.0,5.0
31221.57,31.22,42.0,2.0,5.0,6.0,9.0
84761.03,84.76,31.5,3.0,8.0,2.0,5.0
28139.15,28.14,60.5,2.0,4.0,4.0,7.0
36248.67,36.25,28.5,2.0,14.0,5.0,8.0
43514.59,43.51,48.0,2.0,5.0,3.0,6.0
110504.13,110.5,32.5,3.0,6.0,6.0,9.0
453602.38,453.6,62.5,2.0,9.0,1.0,4.0
74242.53,74.24,27.0,2.0,7.0,6.0,9.0
62301.32,62.3,66.5,2.0,5.0,1.0,4.0
406539.04,406.54,53.5,2.0,10.0,2.0,5.0
147320.53,147.32,29.0,4.0,4.0,5.0,8.0
63648.09,63.65,41.5,2.0,16.0,2.0,5.0
666826.88,666.83,66.5,2.0,9.0,2.0,5.0
501049.93,501.05,69.0,2.0,7.0,1.0,4.0
71995.54,72.0,61.5,2.0,15.0,3.0,6.0
45605.47,45.61,27.0,2.0,7.0,1.0,4.0
1134769.98,1134.77,61.5,2.0,10.0,5.0,8.0
64295.89,64.3,38.0,3.0,6.0,6.0,9.0
65949.71,65.95,69.5,2.0,10.0,4.0,7.0
34868.46,34.87,24.0,2.0,5.0,2.0,6.0
177808.2,177.81,54.5,3.0,13.0,6.0,9.0
885370.62,885.37,52.5,3.0,29.0,6.0,9.0
31773.47,31.77,56.0,2.0,5.0,0.0,3.0
689795.2,689.8,58.0,4.0,11.0,5.0,8.0
112872.21,112.87,63.0,2.0,5.0,6.0,9.0
66938.95,66.94,41.0,2.0,18.0,0.0,3.0
439456.99,439.46,67.0,4.0,7.0,6.0,9.0
37042.48,37.04,74.0,2.0,14.0,0.0,3.0
181264.85,181.26,32.0,3.0,22.0,4.0,7.0
56370.04,56.37,28.5,2.0,7.0,6.0,9.0
44457.98,44.46,28.5,2.0,3.0,0.0,3.0
130903.51,130.9,42.0,2.0,20.0,5.0,8.0
35668.52,35.67,63.5,2.0,5.0,6.0,9.0
311587.9,311.59,54.0,2.0,20.0,0.0,3.0
102967.52,102.97,39.5,3.0,17.0,0.0,3.0
37978.44,37.98,56.0,2.0,5.0,3.0,6.0
216150.7,216.15,50.5,3.0,26.0,3.0,6.0
2416888.09,2416.89,75.5,3.0,23.0,6.0,9.0
88368.06,88.37,48.5,2.0,15.0,3.0,6.0
345063.32,345.06,63.5,2.0,20.0,4.0,7.0
119496.52,119.5,67.5,3.0,15.0,6.0,9.0
53432.07,53.43,58.5,2.0,8.0,4.0,7.0
47716.52,47.72,33.5,2.0,13.0,6.0,9.0
53172.79,53.17,67.5,2.0,8.0,2.0,5.0
26496.1,26.5,31.5,2.0,14.0,0.0,3.0
40767.63,40.77,35.5,2.0,11.0,0.0,3.0
49152.73,49.15,46.5,2.0,24.0,0.0,3.0
29839.73,29.84,76.0,2.0,12.0,0.0,3.0
62494.17,62.49,21.0,2.0,8.0,0.0,3.0
64966.44,64.97,50.5,2.0,6.0,4.0,7.0
35303.61,35.3,27.5,3.0,8.0,0.0,3.0
33855.33,33.86,46.0,2.0,5.0,6.0,9.0
28968.22,28.97,52.5,2.0,15.0,2.0,5.0
54856.5,54.86,59.5,2.0,27.0,0.0,3.0
323925.1,323.93,59.0,3.0,28.0,6.0,9.0
26880.67,26.88,58.5,2.0,29.0,0.0,3.0
153535.03,153.54,62.5,2.0,5.0,6.0,9.0
235960.05,235.96,66.0,2.0,15.0,3.0,6.0
492171.85,492.17,52.0,6.0,14.0,6.0,9.0
103263.91,103.26,64.0,3.0,5.0,4.0,7.0
79016.35,79.02,49.5,2.0,14.0,6.0,9.0
43917.73,43.92,34.5,2.0,4.0,0.0,3.0
26010.97,26.01,56.0,2.0,28.0,0.0,3.0
54706.92,54.71,39.5,2.0,10.0,6.0,9.0
76572.53,76.57,38.5,2.0,11.0,0.0,3.0
41169.6,41.17,26.0,3.0,10.0,6.0,9.0
35282.52,35.28,29.0,2.0,10.0,1.0,4.0
161333.3,161.33,59.5,2.0,9.0,5.0,8.0
69043.5,69.04,52.5,3.0,21.0,6.0,9.0
166730.48,166.73,60.0,2.0,11.0,0.0,3.0
80757.3,80.76,38.0,2.0,15.0,1.0,4.0
55698.02,55.7,34.0,2.0,5.0,3.0,6.0
28110.63,28.11,37.5,2.0,19.0,0.0,3.0
57033.4,57.03,79.0,2.0,5.0,5.0,9.0
31250.75,31.25,58.0,2.0,9.0,6.0,9.0
42926.79,42.93,38.5,2.0,5.0,0.0,3.0
34287.84,34.29,34.0,2.0,12.0,2.0,5.0
35166.59,35.17,80.5,2.0,5.0,3.0,6.0
35428.05,35.43,39.5,2.0,14.0,1.0,4.0
140044.82,140.04,67.5,2.0,6.0,6.0,9.0
170228.67,170.23,64.5,2.0,10.0,6.0,9.0
128472.36,128.47,64.5,2.0,11.0,1.0,4.0
288241.24,288.24,44.5,3.0,24.0,6.0,9.0
34176.18,34.18,28.5,2.0,8.0,2.0,5.0
75735.25,75.74,43.0,2.0,8.0,5.0,8.0
76095.57,76.1,26.5,2.0,6.0,2.0,5.0
30186.42,30.19,45.5,2.0,8.0,3.0,6.0
25661.58,25.66,42.0,3.0,13.0,0.0,3.0
729201.84,729.2,33.0,4.0,10.0,6.0,9.0
57687.63,57.69,49.5,2.0,10.0,3.0,6.0
197134.65,197.13,36.5,2.0,4.0,0.0,3.0
365072.86,365.07,51.5,5.0,10.0,6.0,9.0
45055.41,45.06,23.5,2.0,10.0,0.0,3.0
141655.42,141.66,61.5,3.0,25.0,4.0,7.0
61804.76,61.8,58.5,2.0,8.0,2.0,5.0
164330.38,164.33,60.5,2.0,20.0,0.0,4.0
81777.14,81.78,78.5,2.0,15.0,1.0,4.0
46518.38,46.52,38.0,2.0,12.0,0.0,3.0
107658.41,107.66,42.0,2.0,11.0,6.0,9.0
341171.36,341.17,52.5,3.0,22.0,1.0,4.0
90314.32,90.31,34.0,3.0,11.0,4.0,7.0
95777.1,95.78,37.0,2.0,8.0,2.0,5.0
40506.07,40.51,35.0,2.0,4.0,1.0,4.0
342662.39,342.66,64.0,3.0,22.0,6.0,9.0
26349.53,26.35,53.5,2.0,6.0,0.0,3.0
81288.67,81.29,58.5,2.0,15.0,4.0,7.0
52285.1,52.29,33.0,2.0,11.0,5.0,8.0
40776.09,40.78,20.0,2.0,6.0,4.0,7.0
114923.94,114.92,38.0,3.0,13.0,6.0,9.0
257976.01,257.98,58.0,2.0,26.0,6.0,9.0
35934.21,35.93,25.0,2.0,5.0,0.0,3.0
26087.02,26.09,40.5,2.0,4.0,1.0,4.0
166026.35,166.03,43.5,2.0,7.0,0.0,3.0
110406.17,110.41,51.0,2.0,13.0,2.0,5.0
117750.15,117.75,27.0,3.0,6.0,2.0,5.0
211353.56,211.35,45.0,3.0,21.0,6.0,9.0
58477.86,58.48,29.5,2.0,4.0,6.0,9.0
38571.57,38.57,35.0,2.0,5.0,5.0,8.0
41575.83,41.58,47.5,3.0,4.0,2.0,5.0
35359.88,35.36,46.0,2.0,6.0,1.0,4.0
27263.52,27.26,46.5,2.0,5.0,0.0,3.0
64210.32,64.21,63.0,2.0,7.0,5.0,8.0
48803.85,48.8,61.5,2.0,22.0,1.0,4.0
64775.47,64.78,71.0,2.0,10.0,1.0,4.0
64532.89,64.53,34.5,3.0,6.0,6.0,9.0
778734.99,778.73,77.5,4.0,21.0,6.0,9.0
219289.63,219.29,50.5,2.0,15.0,5.0,8.0
29542.51,29.54,43.0,2.0,17.0,2.0,5.0
133083.53,133.08,53.0,2.0,5.0,3.0,6.0
24576.06,24.58,24.5,2.0,9.0,1.0,5.0
139357.55,139.36,34.5,2.0,21.0,2.0,5.0
35738.16,35.74,47.0,2.0,4.0,6.0,9.0
302210.71,302.21,39.5,3.0,12.0,3.0,6.0
439822.38,439.82,29.0,3.0,12.0,1.0,5.0
50447.32,50.45,45.0,2.0,14.0,5.0,8.0
108245.25,108.25,49.0,2.0,10.0,5.0,8.0
33760.25,33.76,27.0,2.0,7.0,2.0,5.0
57580.44,57.58,57.0,2.0,7.0,4.0,7.0
52072.88,52.07,32.5,2.0,5.0,2.0,5.0
34637.85,34.64,55.0,2.0,6.0,2.0,5.0
57365.12,57.37,30.5,2.0,12.0,4.0,7.0
54891.73,54.89,32.5,3.0,6.0,6.0,9.0
49100.05,49.1,43.0,2.0,5.0,2.0,5.0
30673.72,30.67,28.5,2.0,4.0,3.0,6.0
26271.4,26.27,24.5,2.0,4.0,0.0,3.0
45397.49,45.4,28.0,2.0,10.0,6.0,9.0
29000.16,29.0,56.0,2.0,19.0,4.0,7.0
29700.68,29.7,31.5,3.0,6.0,6.0,9.0
37038.31,37.04,37.0,2.0,6.0,3.0,6.0
100973.26,100.97,65.0,2.0,5.0,6.0,9.0
42474.58,42.47,31.0,2.0,22.0,0.0,3.0
79885.46,79.89,32.0,3.0,18.0,6.0,9.0
318203.39,318.2,45.5,3.0,6.0,3.0,6.0
53369.72,53.37,26.5,3.0,7.0,6.0,9.0
229143.36,229.14,32.5,2.0,8.0,3.0,6.0
366799.32,366.8,54.0,2.0,18.0,2.0,5.0
158283.22,158.28,36.5,2.0,5.0,6.0,9.0
30194.57,30.19,17.5,2.0,5.0,1.0,4.0
346717.31,346.72,62.5,2.0,12.0,4.0,7.0
41270.05,41.27,38.5,2.0,10.0,0.0,3.0
69682.62,69.68,66.0,2.0,13.0,3.0,6.0
64698.45,64.7,45.5,2.0,9.0,0.0,4.0
28894.47,28.89,20.5,2.0,4.0,3.0,6.0
230668.91,230.67,26.0,2.0,7.0,3.0,6.0
121975.58,121.98,54.0,2.0,6.0,1.0,4.0
52037.14,52.04,55.0,3.0,4.0,1.0,4.0
66814.0,66.81,35.5,2.0,16.0,6.0,9.0
46133.56,46.13,61.5,2.0,8.0,4.0,7.0
139759.65,139.76,40.5,2.0,23.0,0.0,3.0
69665.72,69.67,39.0,2.0,18.0,0.0,3.0
124070.54,124.07,28.0,3.0,7.0,3.0,6.0
184844.36,184.84,41.5,2.0,15.0,0.0,3.0
31487.14,31.49,32.5,2.0,4.0,0.0,3.0
118550.94,118.55,54.0,2.0,14.0,3.0,6.0
233913.59,233.91,62.0,2.0,33.0,0.0,3.0
48206.86,48.21,25.5,2.0,4.0,4.0,7.0
101980.07,101.98,66.5,2.0,30.0,2.0,5.0
136846.17,136.85,30.0,2.0,10.0,1.0,4.0
74802.45,74.8,25.0,2.0,7.0,4.0,7.0
86133.72,86.13,75.5,2.0,27.0,0.0,3.0
38301.25,38.3,38.5,2.0,6.0,5.0,8.0
41099.25,41.1,49.0,3.0,16.0,3.0,6.0
35571.07,35.57,50.5,3.0,4.0,4.0,7.0
81708.17,81.71,65.5,3.0,27.0,2.0,6.0
37902.08,37.9,28.0,2.0,8.0,4.0,7.0
80857.54,80.86,37.0,2.0,12.0,0.0,3.0
28787.87,28.79,69.0,2.0,6.0,2.0,6.0
60428.68,60.43,57.0,2.0,7.0,1.0,4.0
46410.82,46.41,51.5,2.0,15.0,3.0,6.0
36485.55,36.49,30.0,2.0,7.0,6.0,9.0
24312.32,24.31,62.5,2.0,12.0,2.0,5.0
111485.9,111.49,32.5,3.0,5.0,6.0,9.0
177853.43,177.85,56.0,2.0,6.0,1.0,4.0
118413.67,118.41,53.0,2.0,7.0,6.0,9.0
31317.31,31.32,58.0,2.0,5.0,1.0,4.0
148292.09,148.29,37.5,3.0,17.0,6.0,9.0
146790.71,146.79,48.5,2.0,20.0,2.0,5.0
49897.6,49.9,32.0,3.0,6.0,6.0,9.0
40967.03,40.97,69.5,2.0,14.0,4.0,7.0
301361.51,301.36,85.0,3.0,25.0,6.0,9.0
85801.3,85.8,43.0,2.0,13.0,2.0,5.0
27204.72,27.2,27.0,2.0,9.0,0.0,3.0
26952.03,26.95,24.5,2.0,5.0,1.0,4.0
40643.52,40.64,51.0,2.0,15.0,1.0,4.0
36637.82,36.64,62.5,2.0,17.0,5.0,8.0
39791.18,39.79,72.0,2.0,13.0,1.0,4.0
100354.61,100.35,30.0,3.0,6.0,6.0,9.0
64330.59,64.33,44.0,2.0,34.0,0.0,3.0
58835.02,58.84,37.5,2.0,17.0,2.0,5.0
51782.8,51.78,47.5,2.0,5.0,0.0,3.0
2111705.97,2111.71,52.0,3.0,23.0,0.0,4.0
148027.26,148.03,71.0,2.0,15.0,0.0,3.0
110306.08,110.31,65.0,2.0,16.0,0.0,3.0
54381.51,54.38,53.0,3.0,15.0,6.0,9.0
95235.8,95.24,30.0,3.0,11.0,1.0,4.0
35818.85,35.82,46.0,2.0,5.0,0.0,3.0
139998.04,140.0,62.5,2.0,5.0,3.0,6.0
27099.19,27.1,33.0,2.0,4.0,2.0,6.0
33027.07,33.03,60.5,2.0,13.0,1.0,4.0
40745.41,40.75,27.5,2.0,6.0,0.0,3.0
169379.89,169.38,47.5,3.0,28.0,6.0,9.0
295784.56,295.78,41.0,3.0,17.0,5.0,8.0
207195.49,207.2,41.5,3.0,18.0,4.0,7.0
61945.22,61.95,54.0,3.0,2.0,6.0,9.0
596093.33,596.09,72.0,2.0,13.0,5.0,8.0
495916.26,495.92,46.5,2.0,6.0,4.0,7.0
247912.0,247.91,33.0,4.0,10.0,3.0,6.0
100534.31,100.53,46.0,2.0,18.0,2.0,5.0
29459.85,29.46,27.0,2.0,5.0,0.0,3.0
55990.81,55.99,25.5,2.0,8.0,6.0,9.0
95065.18,95.07,62.0,2.0,27.0,1.0,4.0
38035.9,38.04,68.0,2.0,5.0,5.0,8.0
113479.5,113.48,54.5,2.0,20.0,3.0,6.0
31140.2,31.14,55.5,2.0,25.0,5.0,8.0
35339.98,35.34,50.0,2.0,17.0,4.0,7.0
99857.86,99.86,23.5,3.0,15.0,6.0,9.0
368324.75,368.32,60.0,3.0,21.0,6.0,9.0
70166.73,70.17,53.0,2.0,14.0,4.0,7.0
46375.47,46.38,27.0,2.0,6.0,4.0,7.0
57770.67,57.77,45.5,2.0,5.0,1.0,4.0
71057.07,71.06,25.5,3.0,6.0,6.0,9.0
42943.91,42.94,40.5,2.0,16.0,0.0,3.0
86508.61,86.51,23.0,3.0,5.0,4.0,7.0
136660.69,136.66,24.5,2.0,6.0,5.0,8.0
54886.22,54.89,40.0,2.0,8.0,1.0,4.0
31077.07,31.08,41.0,2.0,14.0,0.0,3.0
1023406.92,1023.41,52.5,4.0,23.0,5.0,8.0
26120.09,26.12,31.0,2.0,9.0,2.0,5.0
207347.51,207.35,71.0,2.0,27.0,2.0,5.0
35325.0,35.33,53.5,2.0,9.0,5.0,8.0
58058.85,58.06,50.5,2.0,18.0,3.0,6.0
74879.6,74.88,40.5,2.0,12.0,6.0,9.0
46272.4,46.27,37.0,2.0,6.0,6.0,9.0
70837.2,70.84,29.0,2.0,7.0,1.0,4.0
150631.87,150.63,30.5,2.0,18.0,5.0,8.0
139975.18,139.98,41.0,2.0,14.0,3.0,6.0
1551241.18,1551.24,71.5,4.0,23.0,6.0,9.0
134838.48,134.84,82.0,2.0,14.0,3.0,6.0
128259.36,128.26,64.0,2.0,11.0,1.0,4.0
34035.87,34.04,63.5,2.0,13.0,6.0,9.0
46717.72,46.72,23.5,3.0,28.0,5.0,8.0
32036.94,32.04,60.0,2.0,13.0,2.0,5.0
34875.37,34.88,52.5,2.0,14.0,3.0,6.0
240183.53,240.18,72.0,3.0,13.0,6.0,9.0
212689.92,212.69,20.0,2.0,15.0,3.0,6.0
96532.88,96.53,41.0,2.0,16.0,2.0,5.0
532825.34,532.83,57.5,2.0,9.0,6.0,9.0
906273.86,906.27,70.0,2.0,20.0,3.0,6.0
242562.84,242.56,36.5,2.0,6.0,0.0,3.0
126235.66,126.24,23.5,3.0,7.0,2.0,5.0
59526.37,59.53,38.0,2.0,14.0,2.0,5.0
62271.86,62.27,25.5,2.0,7.0,6.0,9.0
745984.58,745.98,72.0,2.0,5.0,6.0,9.0
582023.61,582.02,57.0,2.0,7.0,6.0,9.0
85341.0,85.34,50.0,2.0,12.0,2.0,5.0
58222.96,58.22,62.0,2.0,8.0,4.0,7.0
24881.48,24.88,29.0,2.0,7.0,6.0,9.0
451690.93,451.69,53.5,2.0,7.0,6.0,9.0
113867.65,113.87,18.5,2.0,4.0,0.0,3.0
28918.26,28.92,30.0,2.0,5.0,6.0,9.0
185430.59,185.43,59.5,2.0,18.0,3.0,6.0
148210.46,148.21,45.5,3.0,19.0,1.0,4.0
109684.17,109.68,50.5,2.0,5.0,6.0,9.0
117699.82,117.7,32.0,2.0,10.0,4.0,7.0
40611.76,40.61,32.5,2.0,5.0,0.0,3.0
60817.99,60.82,52.0,2.0,24.0,3.0,6.0
447802.46,447.8,53.5,3.0,29.0,4.0,7.0
56823.68,56.82,55.0,2.0,15.0,1.0,4.0
32209.97,32.21,36.5,2.0,6.0,6.0,9.0
86846.07,86.85,34.5,2.0,6.0,0.0,3.0
65279.98,65.28,66.0,2.0,22.0,4.0,7.0
259931.4,259.93,61.5,2.0,16.0,3.0,6.0
1234784.16,1234.78,72.5,3.0,23.0,5.0,8.0
32150.93,32.15,26.5,2.0,14.0,4.0,7.0
206605.36,206.61,65.5,3.0,33.0,6.0,9.0
410366.7,410.37,59.0,2.0,31.0,4.0,7.0
86430.45,86.43,29.5,2.0,20.0,4.0,7.0
37905.4,37.91,54.5,2.0,6.0,0.0,3.0
138457.19,138.46,56.5,3.0,7.0,0.0,3.0
145106.9,145.11,51.0,2.0,21.0,2.0,5.0
182957.31,182.96,80.0,2.0,5.0,4.0,7.0
253676.92,253.68,32.5,3.0,14.0,6.0,9.0
24120.32,24.12,58.5,2.0,8.0,1.0,4.0
126729.74,126.73,52.5,2.0,12.0,2.0,5.0
107586.89,107.59,65.0,2.0,11.0,1.0,4.0
32345.7,32.35,27.0,3.0,5.0,5.0,8.0
282656.09,282.66,63.0,3.0,23.0,4.0,7.0
122816.08,122.82,69.0,3.0,23.0,0.0,3.0
134039.83,134.04,49.0,2.0,21.0,0.0,3.0
26660.52,26.66,60.0,2.0,21.0,6.0,9.0
73203.36,73.2,61.5,2.0,27.0,2.0,5.0
195880.06,195.88,43.0,3.0,5.0,3.0,9.0
70433.97,70.43,46.5,2.0,6.0,1.0,4.0
66965.14,66.97,33.5,2.0,13.0,6.0,9.0
221162.15,221.16,21.5,2.0,16.0,3.0,6.0
27748.83,27.75,68.5,2.0,5.0,6.0,9.0
50730.77,50.73,24.5,3.0,9.0,2.0,5.0
48771.49,48.77,46.5,2.0,4.0,6.0,9.0
457316.79,457.32,31.5,3.0,21.0,6.0,9.0
69704.2,69.7,50.5,2.0,7.0,2.0,5.0
47139.02,47.14,77.5,2.0,11.0,4.0,8.0
60956.14,60.96,39.5,2.0,9.0,6.0,9.0
47499.57,47.5,27.5,3.0,8.0,2.0,5.0
58290.53,58.29,60.0,2.0,13.0,6.0,9.0
39097.0,39.1,29.5,2.0,13.0,3.0,6.0
32344.21,32.34,21.5,2.0,5.0,0.0,4.0
44158.77,44.16,28.0,2.0,20.0,0.0,3.0
165308.55,165.31,49.5,2.0,7.0,3.0,6.0
40169.2,40.17,71.0,2.0,8.0,6.0,9.0
33277.27,33.28,76.5,2.0,18.0,2.0,5.0
156815.68,156.82,63.5,2.0,30.0,2.0,5.0
96109.26,96.11,31.0,2.0,11.0,2.0,5.0
29561.1,29.56,33.5,2.0,15.0,0.0,3.0
34907.68,34.91,31.5,2.0,10.0,0.0,3.0
38168.39,38.17,41.5,2.0,18.0,6.0,9.0
349880.33,349.88,53.0,2.0,12.0,1.0,4.0
77608.48,77.61,44.0,2.0,7.0,0.0,3.0
306435.73,306.44,46.5,2.0,22.0,2.0,5.0
78211.25,78.21,44.5,2.0,20.0,4.0,7.0
45039.77,45.04,27.5,2.0,5.0,0.0,3.0
32871.29,32.87,30.5,3.0,5.0,2.0,5.0
94407.02,94.41,56.0,2.0,10.0,0.0,3.0
130340.17,130.34,41.5,2.0,14.0,1.0,4.0
187090.05,187.09,58.5,3.0,16.0,0.0,3.0
125672.38,125.67,59.0,3.0,18.0,6.0,9.0
195331.13,195.33,33.5,2.0,8.0,4.0,7.0
43766.73,43.77,64.0,2.0,8.0,3.0,6.0
31706.44,31.71,31.5,2.0,13.0,0.0,3.0
1868596.47,1868.6,46.5,2.0,16.0,6.0,9.0
32667.12,32.67,64.5,2.0,22.0,2.0,5.0
36241.61,36.24,23.5,2.0,8.0,6.0,9.0
425295.03,425.3,51.0,3.0,18.0,4.0,7.0
63151.94,63.15,69.0,2.0,14.0,0.0,3.0
50952.57,50.95,37.0,2.0,16.0,3.0,6.0
128097.74,128.1,58.0,3.0,7.0,6.0,9.0
50139.07,50.14,50.0,2.0,14.0,1.0,4.0
32856.19,32.86,69.5,2.0,14.0,0.0,3.0
74719.09,74.72,71.0,2.0,6.0,6.0,9.0
34922.53,34.92,37.5,2.0,16.0,1.0,4.0
47348.43,47.35,54.0,2.0,4.0,0.0,3.0
43478.39,43.48,32.0,2.0,6.0,6.0,9.0
63873.24,63.87,35.5,3.0,5.0,0.0,3.0
29496.37,29.5,33.5,2.0,16.0,1.0,4.0
26065.92,26.07,27.0,2.0,3.0,3.0,6.0
105974.5,105.97,38.5,2.0,5.0,0.0,3.0
94013.76,94.01,56.5,3.0,7.0,6.0,9.0
61111.11,61.11,46.0,3.0,22.0,6.0,9.0
24887.98,24.89,50.0,2.0,16.0,0.0,3.0
26410.27,26.41,71.0,2.0,16.0,6.0,9.0
30800.16,30.8,30.5,4.0,26.0,5.0,8.0
41260.23,41.26,24.5,2.0,6.0,6.0,9.0
50541.18,50.54,60.0,2.0,5.0,0.0,3.0
119907.08,119.91,59.0,2.0,11.0,6.0,9.0
54493.59,54.49,36.5,2.0,12.0,1.0,4.0
72195.62,72.2,27.0,3.0,5.0,6.0,9.0
248579.83,248.58,67.0,2.0,20.0,1.0,4.0
94293.06,94.29,45.0,2.0,8.0,6.0,9.0
89365.05,89.37,42.5,2.0,6.0,2.0,5.0
26031.23,26.03,25.5,2.0,27.0,4.0,7.0
769805.52,769.81,39.0,3.0,4.0,6.0,9.0
70655.75,70.66,67.0,2.0,5.0,4.0,7.0
44819.87,44.82,35.5,2.0,5.0,6.0,9.0
59133.81,59.13,48.5,2.0,6.0,2.0,5.0
149748.99,149.75,53.5,3.0,21.0,6.0,9.0
115786.38,115.79,43.5,3.0,18.0,4.0,7.0
7741994.01,7741.99,66.5,6.0,18.0,6.0,9.0
475460.28,475.46,53.0,3.0,8.0,2.0,5.0
52977.47,52.98,53.0,3.0,11.0,0.0,3.0
75572.3,75.57,46.5,3.0,21.0,6.0,9.0
79553.0,79.55,53.5,3.0,5.0,5.0,8.0
61154.29,61.15,27.5,2.0,12.0,3.0,6.0
46092.66,46.09,27.5,2.0,5.0,5.0,8.0
243212.27,243.21,57.5,2.0,7.0,2.0,5.0
28112.06,28.11,53.5,2.0,15.0,6.0,9.0
184077.94,184.08,77.5,3.0,23.0,6.0,9.0
39835.82,39.84,49.0,2.0,15.0,2.0,5.0
437325.74,437.33,59.0,2.0,8.0,6.0,9.0
61402.78,61.4,25.5,2.0,6.0,6.0,9.0
62464.45,62.46,56.5,2.0,15.0,0.0,3.0
280224.28,280.22,33.0,2.0,38.0,1.0,4.0
220025.55,220.03,55.0,2.0,10.0,6.0,9.0
28184.51,28.18,52.0,2.0,22.0,0.0,3.0
255813.22,255.81,36.5,4.0,20.0,6.0,9.0
83402.53,83.4,45.5,3.0,6.0,1.0,4.0
42588.11,42.59,23.5,2.0,5.0,4.0,7.0
25045.32,25.05,68.0,2.0,5.0,0.0,3.0
27826.23,27.83,50.0,2.0,10.0,2.0,5.0
31728.78,31.73,29.5,2.0,7.0,6.0,9.0
123595.96,123.6,55.5,2.0,7.0,3.0,6.0
26825.34,26.83,19.5,2.0,3.0,0.0,3.0
359457.28,359.46,49.5,2.0,24.0,6.0,9.0
60992.68,60.99,23.5,4.0,5.0,6.0,9.0
44408.87,44.41,54.5,2.0,5.0,2.0,5.0
83068.65,83.07,70.0,3.0,12.0,2.0,5.0
174568.19,174.57,58.0,2.0,9.0,6.0,9.0
57216.84,57.22,38.0,2.0,15.0,6.0,9.0
39725.65,39.73,68.0,2.0,14.0,2.0,5.0
41930.37,41.93,27.5,3.0,6.0,2.0,5.0
34965.24,34.97,50.0,2.0,9.0,1.0,4.0
289732.59,289.73,30.0,3.0,21.0,3.0,6.0
226577.61,226.58,57.0,2.0,8.0,2.0,5.0
428175.53,428.18,51.0,2.0,5.0,6.0,9.0
39852.18,39.85,44.5,2.0,7.0,0.0,3.0
25830.44,25.83,28.5,2.0,12.0,6.0,9.0
23909.27,23.91,22.0,2.0,5.0,3.0,6.0
25277.46,25.28,39.0,2.0,3.0,5.0,8.0
26072.0,26.07,55.5,2.0,5.0,5.0,8.0
32923.3,32.92,25.5,2.0,15.0,1.0,4.0
33291.01,33.29,28.5,2.0,10.0,1.0,4.0
62270.77,62.27,47.5,2.0,15.0,0.0,3.0
69293.15,69.29,27.5,2.0,8.0,5.0,8.0
40471.79,40.47,24.5,2.0,6.0,3.0,6.0
24996.39,25.0,61.5,2.0,17.0,1.0,4.0
29700.77,29.7,56.5,2.0,14.0,4.0,7.0
25349.2,25.35,51.0,2.0,9.0,2.0,5.0
53706.8,53.71,85.0,2.0,9.0,6.0,9.0
118594.5,118.59,48.5,2.0,14.0,6.0,9.0
48486.13,48.49,47.5,2.0,7.0,0.0,3.0
25314.86,25.31,20.0,2.0,6.0,0.0,3.0
89667.89,89.67,60.0,2.0,11.0,5.0,8.0
656053.27,656.05,57.5,2.0,30.0,5.0,8.0
47399.93,47.4,70.5,2.0,11.0,3.0,6.0
271526.87,271.53,18.5,2.0,15.0,4.0,7.0
129771.73,129.77,28.5,3.0,9.0,1.0,4.0
32431.85,32.43,26.5,2.0,10.0,1.0,4.0
173742.59,173.74,51.0,3.0,12.0,3.0,6.0
267983.48,267.98,63.5,2.0,12.0,5.0,8.0
30732.4,30.73,35.0,2.0,14.0,0.0,3.0
116384.84,116.38,45.0,3.0,16.0,4.0,7.0
82309.46,82.31,36.0,4.0,5.0,4.0,8.0
28408.98,28.41,26.0,2.0,8.0,3.0,6.0
68165.02,68.17,40.0,2.0,6.0,2.0,5.0
209053.22,209.05,62.0,3.0,25.0,6.0,9.0
55954.23,55.95,25.0,2.0,6.0,0.0,3.0
45394.67,45.39,39.0,2.0,10.0,1.0,4.0
190134.39,190.13,38.0,2.0,7.0,0.0,3.0
29424.72,29.42,59.5,3.0,9.0,3.0,6.0
295517.81,295.52,32.5,3.0,7.0,2.0,5.0
99011.94,99.01,33.5,2.0,8.0,0.0,3.0
32778.76,32.78,66.5,2.0,15.0,6.0,9.0
74270.83,74.27,39.5,2.0,5.0,0.0,3.0
206868.5,206.87,55.5,3.0,16.0,6.0,9.0
352397.97,352.4,72.0,2.0,24.0,3.0,6.0
1507656.8,1507.66,49.5,3.0,8.0,5.0,8.0
983643.58,983.64,50.0,2.0,7.0,4.0,7.0
58212.66,58.21,34.5,2.0,15.0,0.0,3.0
54011.15,54.01,27.5,2.0,5.0,3.0,6.0
170150.82,170.15,55.5,2.0,14.0,5.0,8.0
41394.35,41.39,24.5,2.0,7.0,4.0,7.0
